V4_0,time_codelist,time,geography_codelist,geography,estimate_codelist,estimate,measureofwellbeing_codelist,measureofwellbeing
17.27,year ending,October 2012 - September 2013,K02000001,United Kingdom,fair,Fair,happiness,Happiness
41.0,year ending,October 2012 - September 2013,K02000001,United Kingdom,good,Good,happiness,Happiness
31.81,year ending,October 2012 - September 2013,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.37,year ending,January 2013 - December 2013,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
9.8,year ending,January 2013 - December 2013,K02000001,United Kingdom,poor,Poor,happiness,Happiness
17.09,year ending,January 2013 - December 2013,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.83,year ending,January 2013 - December 2013,K02000001,United Kingdom,good,Good,happiness,Happiness
32.28,year ending,January 2013 - December 2013,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.39,year ending,April 2013 - March 2014,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
9.62,year ending,April 2013 - March 2014,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.99,year ending,April 2013 - March 2014,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.69,year ending,April 2013 - March 2014,K02000001,United Kingdom,good,Good,happiness,Happiness
32.7,year ending,April 2013 - March 2014,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.42,year ending,July 2013 - June 2014,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
9.43,year ending,July 2013 - June 2014,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.81,year ending,July 2013 - June 2014,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.4,year ending,July 2013 - June 2014,K02000001,United Kingdom,good,Good,happiness,Happiness
33.36,year ending,July 2013 - June 2014,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.43,year ending,October 2013 - September 2014,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
9.27,year ending,October 2013 - September 2014,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.75,year ending,October 2013 - September 2014,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.47,year ending,October 2013 - September 2014,K02000001,United Kingdom,good,Good,happiness,Happiness
33.5,year ending,October 2013 - September 2014,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.44,year ending,January 2014 - December 2014,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
9.11,year ending,January 2014 - December 2014,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.81,year ending,January 2014 - December 2014,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.37,year ending,January 2014 - December 2014,K02000001,United Kingdom,good,Good,happiness,Happiness
33.72,year ending,January 2014 - December 2014,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.46,year ending,April 2014 - March 2015,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
8.87,year ending,April 2014 - March 2015,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.59,year ending,April 2014 - March 2015,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.44,year ending,April 2014 - March 2015,K02000001,United Kingdom,good,Good,happiness,Happiness
34.1,year ending,April 2014 - March 2015,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.48,year ending,July 2014 - June 2015,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
8.69,year ending,July 2014 - June 2015,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.51,year ending,July 2014 - June 2015,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.59,year ending,July 2014 - June 2015,K02000001,United Kingdom,good,Good,happiness,Happiness
34.22,year ending,July 2014 - June 2015,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.48,year ending,October 2014 - September 2015,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
8.72,year ending,October 2014 - September 2015,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.57,year ending,October 2014 - September 2015,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.49,year ending,October 2014 - September 2015,K02000001,United Kingdom,good,Good,happiness,Happiness
34.21,year ending,October 2014 - September 2015,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.48,year ending,January 2015 - December 2015,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
8.69,year ending,January 2015 - December 2015,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.49,year ending,January 2015 - December 2015,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.59,year ending,January 2015 - December 2015,K02000001,United Kingdom,good,Good,happiness,Happiness
34.23,year ending,January 2015 - December 2015,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.48,year ending,April 2015 - March 2016,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
8.81,year ending,April 2015 - March 2016,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.46,year ending,April 2015 - March 2016,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.49,year ending,April 2015 - March 2016,K02000001,United Kingdom,good,Good,happiness,Happiness
34.24,year ending,April 2015 - March 2016,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.46,year ending,July 2015 - June 2016,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
8.9,year ending,July 2015 - June 2016,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.63,year ending,July 2015 - June 2016,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.41,year ending,July 2015 - June 2016,K02000001,United Kingdom,good,Good,happiness,Happiness
34.06,year ending,July 2015 - June 2016,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.48,year ending,October 2015 - September 2016,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
8.79,year ending,October 2015 - September 2016,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.47,year ending,October 2015 - September 2016,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.39,year ending,October 2015 - September 2016,K02000001,United Kingdom,good,Good,happiness,Happiness
34.35,year ending,October 2015 - September 2016,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.49,year ending,January 2016 - December 2016,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
8.69,year ending,January 2016 - December 2016,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.31,year ending,January 2016 - December 2016,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.43,year ending,January 2016 - December 2016,K02000001,United Kingdom,good,Good,happiness,Happiness
34.58,year ending,January 2016 - December 2016,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.51,year ending,April 2016 - March 2017,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
8.58,year ending,April 2016 - March 2017,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.3,year ending,April 2016 - March 2017,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.26,year ending,April 2016 - March 2017,K02000001,United Kingdom,good,Good,happiness,Happiness
34.85,year ending,April 2016 - March 2017,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.52,year ending,July 2016 - June 2017,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
8.48,year ending,July 2016 - June 2017,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.13,year ending,July 2016 - June 2017,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.31,year ending,July 2016 - June 2017,K02000001,United Kingdom,good,Good,happiness,Happiness
35.08,year ending,July 2016 - June 2017,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
7.52,year ending,October 2016 - September 2017,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
8.44,year ending,October 2016 - September 2017,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.19,year ending,October 2016 - September 2017,K02000001,United Kingdom,fair,Fair,happiness,Happiness
40.45,year ending,October 2016 - September 2017,K02000001,United Kingdom,good,Good,happiness,Happiness
34.92,year ending,October 2016 - September 2017,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
3.13,year ending,April 2011 - March 2012,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
36.7,year ending,April 2011 - March 2012,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
23.56,year ending,April 2011 - March 2012,K02000001,United Kingdom,good,Good,anxiety,Anxiety
18.05,year ending,April 2011 - March 2012,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
21.69,year ending,April 2011 - March 2012,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
3.08,year ending,July 2011 - June 2012,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
37.28,year ending,July 2011 - June 2012,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
23.47,year ending,July 2011 - June 2012,K02000001,United Kingdom,good,Good,anxiety,Anxiety
18.0,year ending,July 2011 - June 2012,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
21.24,year ending,July 2011 - June 2012,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
3.05,year ending,October 2011 - September 2012,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
37.71,year ending,October 2011 - September 2012,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
23.45,year ending,October 2011 - September 2012,K02000001,United Kingdom,good,Good,anxiety,Anxiety
17.87,year ending,October 2011 - September 2012,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
20.97,year ending,October 2011 - September 2012,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
3.03,year ending,January 2012 - December 2012,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
38.05,year ending,January 2012 - December 2012,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
23.39,year ending,January 2012 - December 2012,K02000001,United Kingdom,good,Good,anxiety,Anxiety
17.67,year ending,January 2012 - December 2012,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
20.89,year ending,January 2012 - December 2012,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
3.03,year ending,April 2012 - March 2013,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
38.1,year ending,April 2012 - March 2013,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
23.48,year ending,April 2012 - March 2013,K02000001,United Kingdom,good,Good,anxiety,Anxiety
17.58,year ending,April 2012 - March 2013,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
20.85,year ending,April 2012 - March 2013,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
3.0,year ending,July 2012 - June 2013,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
38.48,year ending,July 2012 - June 2013,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
23.54,year ending,July 2012 - June 2013,K02000001,United Kingdom,good,Good,anxiety,Anxiety
17.46,year ending,July 2012 - June 2013,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
20.52,year ending,July 2012 - June 2013,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
2.96,year ending,October 2012 - September 2013,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
39.05,year ending,October 2012 - September 2013,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
23.7,year ending,October 2012 - September 2013,K02000001,United Kingdom,good,Good,anxiety,Anxiety
17.09,year ending,October 2012 - September 2013,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
20.16,year ending,October 2012 - September 2013,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
2.95,year ending,January 2013 - December 2013,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
39.22,year ending,January 2013 - December 2013,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
23.76,year ending,January 2013 - December 2013,K02000001,United Kingdom,good,Good,anxiety,Anxiety
16.96,year ending,January 2013 - December 2013,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
20.07,year ending,January 2013 - December 2013,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
2.92,year ending,April 2013 - March 2014,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
39.57,year ending,April 2013 - March 2014,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
23.75,year ending,April 2013 - March 2014,K02000001,United Kingdom,good,Good,anxiety,Anxiety
16.74,year ending,April 2013 - March 2014,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
19.93,year ending,April 2013 - March 2014,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
2.91,year ending,July 2013 - June 2014,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
39.98,year ending,July 2013 - June 2014,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
23.59,year ending,July 2013 - June 2014,K02000001,United Kingdom,good,Good,anxiety,Anxiety
16.55,year ending,July 2013 - June 2014,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
19.88,year ending,July 2013 - June 2014,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
2.91,year ending,October 2013 - September 2014,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
39.97,year ending,October 2013 - September 2014,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
23.44,year ending,October 2013 - September 2014,K02000001,United Kingdom,good,Good,anxiety,Anxiety
16.61,year ending,October 2013 - September 2014,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
19.97,year ending,October 2013 - September 2014,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
2.89,year ending,January 2014 - December 2014,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
40.49,year ending,January 2014 - December 2014,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
23.25,year ending,January 2014 - December 2014,K02000001,United Kingdom,good,Good,anxiety,Anxiety
16.58,year ending,January 2014 - December 2014,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
19.67,year ending,January 2014 - December 2014,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
2.86,year ending,April 2014 - March 2015,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
40.92,year ending,April 2014 - March 2015,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
23.23,year ending,April 2014 - March 2015,K02000001,United Kingdom,good,Good,anxiety,Anxiety
16.49,year ending,April 2014 - March 2015,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
19.36,year ending,April 2014 - March 2015,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
2.84,year ending,July 2014 - June 2015,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
41.15,year ending,July 2014 - June 2015,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
23.32,year ending,July 2014 - June 2015,K02000001,United Kingdom,good,Good,anxiety,Anxiety
16.37,year ending,July 2014 - June 2015,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
19.16,year ending,July 2014 - June 2015,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
